Timestamp,Evento,Filial,SKU,Descricao_SKU,ID_Processo,Dia_Processo,Quantidade_Kg_Processo,Usuario,Info_Adicional
2025-07-15 00:00:00,PROCESSO CRIADO,8,237496,CORACAO DE FGO,237496-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237497,COXA C/SOB FGO,237497-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237506,COXA DE FGO,237506-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237508,COXINHA DA ASA FGO,237508-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237511,MOELA DE FRANGO,237511-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,384706,PE FRANGO,384706-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237478,FILE DE PEITO FGO,237478-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237479,ASA DE FGO,237479-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237496,CORACAO DE FGO,237496-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237497,COXA C/SOB FGO,237497-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237506,COXA DE FGO,237506-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237508,COXINHA DA ASA FGO,237508-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237511,MOELA DE FRANGO,237511-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,384706,PE FRANGO,384706-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237478,FILE DE PEITO FGO,237478-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237479,ASA DE FGO,237479-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237496,CORACAO DE FGO,237496-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237497,COXA C/SOB FGO,237497-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237506,COXA DE FGO,237506-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237508,COXINHA DA ASA FGO,237508-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237511,MOELA DE FRANGO,237511-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,384706,PE FRANGO,384706-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237478,FILE DE PEITO FGO,237478-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237479,ASA DE FGO,237479-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237496,CORACAO DE FGO,237496-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237497,COXA C/SOB FGO,237497-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237506,COXA DE FGO,237506-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237508,COXINHA DA ASA FGO,237508-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237511,MOELA DE FRANGO,237511-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,384706,PE FRANGO,384706-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237478,FILE DE PEITO FGO,237478-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237479,ASA DE FGO,237479-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237496,CORACAO DE FGO,237496-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237497,COXA C/SOB FGO,237497-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237506,COXA DE FGO,237506-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237508,COXINHA DA ASA FGO,237508-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237511,MOELA DE FRANGO,237511-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,384706,PE FRANGO,384706-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237478,FILE DE PEITO FGO,237478-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237479,ASA DE FGO,237479-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237496,CORACAO DE FGO,237496-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237497,COXA C/SOB FGO,237497-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237506,COXA DE FGO,237506-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237508,COXINHA DA ASA FGO,237508-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237511,MOELA DE FRANGO,237511-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,384706,PE FRANGO,384706-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237478,FILE DE PEITO FGO,237478-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237479,ASA DE FGO,237479-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237496,CORACAO DE FGO,237496-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237497,COXA C/SOB FGO,237497-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237506,COXA DE FGO,237506-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237508,COXINHA DA ASA FGO,237508-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237511,MOELA DE FRANGO,237511-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,384706,PE FRANGO,384706-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237478,FILE DE PEITO FGO,237478-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237479,ASA DE FGO,237479-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237496,CORACAO DE FGO,237496-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237497,COXA C/SOB FGO,237497-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237506,COXA DE FGO,237506-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237508,COXINHA DA ASA FGO,237508-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,237511,MOELA DE FRANGO,237511-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,7,384706,PE FRANGO,384706-1-7,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237478,FILE DE PEITO FGO,237478-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237479,ASA DE FGO,237479-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237496,CORACAO DE FGO,237496-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237497,COXA C/SOB FGO,237497-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237506,COXA DE FGO,237506-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237508,COXINHA DA ASA FGO,237508-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,237511,MOELA DE FRANGO,237511-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,8,384706,PE FRANGO,384706-1-8,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237478,FILE DE PEITO FGO,237478-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237479,ASA DE FGO,237479-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237496,CORACAO DE FGO,237496-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237497,COXA C/SOB FGO,237497-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237506,COXA DE FGO,237506-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237508,COXINHA DA ASA FGO,237508-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,237511,MOELA DE FRANGO,237511-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,9,384706,PE FRANGO,384706-1-9,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237478,FILE DE PEITO FGO,237478-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237479,ASA DE FGO,237479-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237496,CORACAO DE FGO,237496-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237497,COXA C/SOB FGO,237497-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237506,COXA DE FGO,237506-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237508,COXINHA DA ASA FGO,237508-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,237511,MOELA DE FRANGO,237511-1-10,N/A,0.00,SISTEMA,
2025-07-15 00:00:00,PROCESSO CRIADO,10,384706,PE FRANGO,384706-1-10,N/A,0.00,SISTEMA,
